Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?e  relative  ?a  ?e  spouse  ?b   ,?a  relative  ?b,0.052011776,0.217213115,0.449152542,53,244,118,?b,0.5111111111111111,0.22950819672131148,0.6216216216216216,0.3783783783783784,23,14,45,61
?f  isPartOf  ?b  ?a  mouthPlace  ?f   ,?a  mouthRegion  ?b,0.215686275,0.128654971,0.448979592,22,171,49,?a,0.7857142857142857,0.0,1.0,0.0,22,0,28,0
?f  isPartOf  ?b  ?a  mouthMountain  ?f   ,?a  mouthRegion  ?b,0.215686275,0.128654971,0.448979592,22,171,49,?a,0.7857142857142857,0.0,1.0,0.0,22,0,28,0
?a  company  ?f  ?f  location  ?b   ,?a  location  ?b,0.028325802,0.168856767,0.448516579,257,1522,573,?a,0.5140845070422535,0.0,1.0,0.0,146,0,284,0
?a  division  ?e  ?e  sisterStation  ?b   ,?a  division  ?b,0.018413598,0.448275862,0.448275862,13,29,29,?a,0.7142857142857143,0.0,1.0,0.0,5,0,7,0
?f  followingEvent  ?b  ?a  previousEvent  ?f   ,?a  previousEvent  ?b,0.291262136,0.447761194,0.447761194,30,67,67,?a,0.7857142857142857,0.0,1.0,0.0,11,0,14,0
?a  author  ?f  ?b  spouse  ?f   ,?a  creator  ?b,0.011854951,0.303571429,0.447368421,17,56,38,?a,0.4,0.0,1.0,0.0,10,0,25,0
?e  developer  ?b  ?e  related  ?a   ,?a  creator  ?b,0.011854951,0.22972973,0.447368421,17,74,38,?a,0.47058823529411764,0.0,1.0,0.0,16,0,34,0
?f  composer  ?b  ?a  previousWork  ?f   ,?a  composer  ?b,0.052493438,0.31496063,0.446927374,80,254,179,?a,0.6161616161616161,0.0,1.0,0.0,61,0,99,0
?e  similar  ?a  ?e  varietals  ?b   ,?a  varietals  ?b,0.497695853,0.446280992,0.446280992,108,242,242,?b,1.0,0.0,1.0,0.0,14,0,14,0
?f  musicalArtist  ?b  ?a  previousWork  ?f   ,?a  musicalBand  ?b,0.100397614,0.446244477,0.446244477,303,679,679,?b,0.8933333333333333,0.0,1.0,0.0,268,0,300,0
?f  musicalBand  ?b  ?a  previousWork  ?f   ,?a  musicalBand  ?b,0.100397614,0.446244477,0.446244477,303,679,679,?b,0.8933333333333333,0.0,1.0,0.0,268,0,300,0
?f  musicalBand  ?b  ?a  previousWork  ?f   ,?a  musicalArtist  ?b,0.100397614,0.446244477,0.446244477,303,679,679,?b,0.8933333333333333,0.0,1.0,0.0,268,0,300,0
?f  musicalArtist  ?b  ?a  previousWork  ?f   ,?a  musicalArtist  ?b,0.100397614,0.446244477,0.446244477,303,679,679,?b,0.8933333333333333,0.0,1.0,0.0,268,0,300,0
?b  knownFor  ?a   ,?a  developer  ?b,0.036866359,0.024729521,0.444444444,16,647,36,?a,0.5555555555555556,0.0,1.0,0.0,15,0,27,0
?b  child  ?a   ,?a  relation  ?b,0.063241107,0.025316456,0.444444444,16,632,36,?b,0.3333333333333333,0.48,0.2,0.8,3,12,9,25
?f  countySeat  ?b  ?a  sourceRegion  ?f   ,?a  sourcePlace  ?b,0.022346369,0.148148148,0.444444444,4,27,9,?a,0.5,0.0,1.0,0.0,4,0,8,0
?f  starring  ?b  ?a  subsequentWork  ?f   ,?a  author  ?b,0.017391304,0.018489985,0.444444444,12,649,27,?b,0.25,0.0,1.0,0.0,7,0,28,0
?f  breeder  ?b  ?a  sire  ?f   ,?a  breeder  ?b,0.131147541,0.222222222,0.444444444,16,72,36,?a,0.4444444444444444,0.0,1.0,0.0,16,0,36,0
?a  producer  ?b  ?a  starring  ?b   ,?a  narrator  ?b,0.021390374,0.039215686,0.444444444,4,102,9,?a,0.6666666666666666,0.0,1.0,0.0,4,0,6,0
?b  associate  ?f  ?a  deputy  ?f   ,?a  associate  ?b,0.036363636,0.41025641,0.444444444,16,39,36,?b,1.0,0.0,1.0,0.0,2,0,2,0
?a  city  ?b  ?a  routeStart  ?b   ,?a  routeEnd  ?b,0.020833333,0.133333333,0.444444444,4,30,9,?b,0.13043478260869565,0.0,1.0,0.0,3,0,23,0
?e  followingEvent  ?a  ?e  followingEvent  ?b   ,?a  previousEvent  ?b,0.27184466,0.444444444,0.444444444,28,63,63,?a,0.8461538461538461,0.0,1.0,0.0,11,0,13,0
?e  followingEvent  ?b  ?e  previousEvent  ?a   ,?a  previousEvent  ?b,0.233009709,0.444444444,0.444444444,24,54,54,?a,1.0,0.0,1.0,0.0,10,0,10,0
?f  presenter  ?a  ?b  presenter  ?f   ,?a  presenter  ?b,0.012578616,0.363636364,0.444444444,4,11,9,?b,1.0,0.0,1.0,0.0,4,0,4,0
?a  city  ?f  ?f  region  ?b   ,?a  mouthRegion  ?b,0.039215686,0.021164021,0.444444444,4,189,9,?a,0.5714285714285714,0.0,1.0,0.0,4,0,7,0
?e  leftTributary  ?a  ?e  region  ?b   ,?a  mouthRegion  ?b,0.039215686,0.111111111,0.444444444,4,36,9,?a,0.6666666666666666,0.0,1.0,0.0,4,0,6,0
?f  countySeat  ?b  ?a  sourceRegion  ?f   ,?a  sourceMountain  ?b,0.022346369,0.148148148,0.444444444,4,27,9,?a,0.5,0.0,1.0,0.0,4,0,8,0
?a  previousWork  ?f  ?f  recordedIn  ?b   ,?a  recordedIn  ?b,0.052913597,0.273356401,0.443820225,79,289,178,?a,0.6621621621621622,0.0,1.0,0.0,49,0,74,0
?a  routeJunction  ?b   ,?a  city  ?b,0.033149171,0.146907216,0.443579767,114,776,257,?a,0.4927536231884058,0.0,1.0,0.0,34,0,69,0
?f  relation  ?b  ?a  relation  ?f   ,?a  relation  ?b,0.339920949,0.443298969,0.443298969,86,194,194,?b,0.39285714285714285,0.4146341463414634,0.39285714285714285,0.6071428571428571,11,17,28,41
?e  country  ?b  ?e  network  ?a   ,?a  locationCountry  ?b,0.048972189,0.26557377,0.442622951,81,305,183,?a,0.8804347826086957,0.0,1.0,0.0,81,0,92,0
?f  isPartOfWineRegion  ?b  ?a  subregion  ?f   ,?a  isPartOfWineRegion  ?b,0.273381295,0.327586207,0.441860465,38,116,86,?a,0.9473684210526315,0.0,1.0,0.0,18,0,19,0
?e  isPartOfWineRegion  ?b  ?a  subregion  ?e   ,?a  subregion  ?b,0.168141593,0.163793103,0.441860465,19,116,43,?b,0.3,0.0,1.0,0.0,9,0,30,0
?f  musicalArtist  ?b  ?a  subsequentWork  ?f   ,?a  musicalBand  ?b,0.102054341,0.441260745,0.441260745,308,698,698,?b,0.8717948717948718,0.0,1.0,0.0,272,0,312,0
?f  musicalBand  ?b  ?a  subsequentWork  ?f   ,?a  musicalBand  ?b,0.102054341,0.441260745,0.441260745,308,698,698,?b,0.8717948717948718,0.0,1.0,0.0,272,0,312,0
?f  musicalBand  ?b  ?a  subsequentWork  ?f   ,?a  musicalArtist  ?b,0.102054341,0.441260745,0.441260745,308,698,698,?b,0.8717948717948718,0.0,1.0,0.0,272,0,312,0
?f  musicalArtist  ?b  ?a  subsequentWork  ?f   ,?a  musicalArtist  ?b,0.102054341,0.441260745,0.441260745,308,698,698,?b,0.8717948717948718,0.0,1.0,0.0,272,0,312,0
?b  notableWork  ?a   ,?a  author  ?b,0.043478261,0.178571429,0.441176471,30,168,68,?b,1.0,0.0,1.0,0.0,29,0,29,0
?f  child  ?a  ?b  relative  ?f   ,?a  relative  ?b,0.068694799,0.346534653,0.440251572,70,202,159,?b,0.7317073170731707,0.4375,0.6818181818181818,0.3181818181818182,30,14,41,32
?b  subsidiary  ?a   ,?a  owningCompany  ?b,0.046808511,0.152424942,0.44,66,433,150,?a,0.4852941176470588,0.0,1.0,0.0,66,0,136,0
?b  keyPerson  ?a   ,?a  knownFor  ?b,0.017001546,0.010128913,0.44,11,1086,25,?b,0.5,0.5833333333333334,0.3,0.7,3,7,6,12
?e  relative  ?a  ?e  spouse  ?b   ,?a  child  ?b,0.034810127,0.090163934,0.44,22,244,50,?b,0.6666666666666666,0.35,0.631578947368421,0.3684210526315789,12,7,18,20
?a  isPartOf  ?f  ?f  leaderParty  ?b   ,?a  leaderParty  ?b,0.103632479,0.166953528,0.438914027,97,581,221,?a,0.6153846153846154,0.4362745098039216,0.08247422680412371,0.9175257731958762,8,89,13,204
?f  ideology  ?b  ?a  nationalAffiliation  ?f   ,?a  ideology  ?b,0.02979903,0.421568627,0.43877551,43,102,98,?a,0.7692307692307693,0.0,1.0,0.0,30,0,39,0
?a  related  ?f  ?b  subsequentWork  ?f   ,?a  related  ?b,0.017618041,0.204918033,0.438596491,25,122,57,?b,0.20224719101123595,0.0,1.0,0.0,18,0,89,0
?e  instrument  ?b  ?e  musicSubgenre  ?a   ,?a  instrument  ?b,0.038778269,0.306013579,0.438498958,631,2062,1439,?a,0.934010152284264,0.0,1.0,0.0,184,0,197,0
?a  operator  ?f  ?b  subsidiary  ?f   ,?a  operator  ?b,0.030701754,0.4375,0.4375,7,16,16,?a,0.4375,0.0,1.0,0.0,7,0,16,0
?a  sourcePlace  ?f  ?f  state  ?b   ,?a  sourceRegion  ?b,0.04964539,0.205882353,0.4375,7,34,16,?a,0.4375,0.0,1.0,0.0,7,0,16,0
?a  sourceMountain  ?f  ?f  state  ?b   ,?a  sourceRegion  ?b,0.04964539,0.205882353,0.4375,7,34,16,?a,0.4375,0.0,1.0,0.0,7,0,16,0
?a  knownFor  ?e  ?e  related  ?b   ,?a  knownFor  ?b,0.021638331,0.145833333,0.4375,14,96,32,?b,0.21739130434782608,0.09090909090909091,0.7142857142857143,0.2857142857142857,5,2,23,22
?a  executiveProducer  ?b   ,?a  creator  ?b,0.308228731,0.236111111,0.4371909,442,1872,1011,?a,0.6749116607773852,0.0,1.0,0.0,382,0,566,0
?e  child  ?a  ?e  deathPlace  ?b   ,?a  residence  ?b,0.015166835,0.083487941,0.436893204,45,539,103,?a,0.5714285714285714,0.5833333333333334,0.46153846153846156,0.5384615384615384,12,14,21,24
?e  battle  ?b  ?e  successor  ?a   ,?a  battle  ?b,0.01920978,0.154385965,0.436724566,176,1140,403,?a,0.7349397590361446,0.7653061224489796,0.4485294117647059,0.5514705882352942,61,75,83,98
?e  honours  ?b  ?e  raceHorse  ?a   ,?a  honours  ?b,0.2239819,0.317307692,0.436123348,99,312,227,?a,0.8468468468468469,0.0,1.0,0.0,94,0,111,0
?a  author  ?f  ?f  spouse  ?b   ,?a  creator  ?b,0.011854951,0.288135593,0.435897436,17,59,39,?a,0.38461538461538464,0.0,1.0,0.0,10,0,26,0
?b  isPartOfMilitaryConflict  ?f  ?a  usedInWar  ?f   ,?a  usedInWar  ?b,0.080952381,0.015873016,0.435897436,17,1071,39,?b,0.5833333333333334,0.0,1.0,0.0,7,0,12,0
?e  locationCountry  ?b  ?e  parentCompany  ?a   ,?a  foundationPlace  ?b,0.013477089,0.064102564,0.434782609,10,156,23,?a,0.5,0.0,1.0,0.0,10,0,20,0
?a  creator  ?b  ?a  voice  ?b   ,?a  author  ?b,0.014492754,0.344827586,0.434782609,10,29,23,?b,0.7272727272727273,0.0,1.0,0.0,8,0,11,0
?e  keyPerson  ?b  ?e  subsidiary  ?a   ,?a  keyPerson  ?b,0.036832413,0.152091255,0.434782609,40,263,92,?a,0.675,0.0,1.0,0.0,27,0,40,0
?a  damsire  ?f  ?f  honours  ?b   ,?a  honours  ?b,0.045248869,0.25,0.434782609,20,80,46,?a,0.7916666666666666,0.0,1.0,0.0,19,0,24,0
?f  battle  ?b  ?a  predecessor  ?f   ,?a  battle  ?b,0.016699411,0.156441718,0.434659091,153,978,352,?a,0.7857142857142857,0.7790697674418605,0.3963963963963964,0.6036036036036037,44,67,56,86
?a  restingPlace  ?b   ,?a  residence  ?b,0.014492754,0.030670471,0.434343434,43,1402,99,?a,0.5294117647058824,0.6410256410256411,0.2647058823529412,0.7352941176470589,9,25,17,39
?b  followingEvent  ?f  ?f  previousEvent  ?a   ,?a  previousEvent  ?b,0.223300971,0.418181818,0.433962264,23,55,53,?a,0.9,0.0,1.0,0.0,9,0,10,0
?e  industry  ?b  ?e  successor  ?a   ,?a  industry  ?b,0.027365492,0.315508021,0.433823529,59,187,136,?a,0.6091954022988506,0.0,1.0,0.0,53,0,87,0
?f  industry  ?b  ?a  subsidiary  ?f   ,?a  industry  ?b,0.036178108,0.329113924,0.433333333,78,237,180,?a,0.6057692307692307,0.0,1.0,0.0,63,0,104,0
?b  twinTown  ?a   ,?a  twinTown  ?b,0.081632653,0.081632653,0.432432432,16,196,37,?b,1.0,1.0,0.8,0.2,12,3,12,3
?a  predecessor  ?b  ?b  primeMinister  ?a   ,?a  primeMinister  ?b,0.026282457,0.341563786,0.432291667,83,243,192,?a,0.4603174603174603,0.5301204819277109,0.3972602739726027,0.6027397260273972,29,44,63,83
?b  primeMinister  ?a  ?b  successor  ?a   ,?a  successor  ?b,0.02552757,0.4,0.432276657,150,375,347,?a,0.4864864864864865,0.5588235294117647,0.4153846153846154,0.5846153846153846,54,76,111,136
?a  bandMember  ?f  ?f  recordLabel  ?b   ,?a  recordLabel  ?b,0.054076993,0.366474938,0.431752178,1784,4868,4132,?a,0.806282722513089,0.7780172413793104,0.29902912621359223,0.7009708737864078,308,722,382,928
?a  deputy  ?b   ,?a  successor  ?b,0.029441797,0.404205607,0.431421446,173,428,401,?a,0.5514018691588785,0.546448087431694,0.3710691823899371,0.6289308176100629,59,100,107,183
?f  headquarter  ?b  ?a  nationalAffiliation  ?f   ,?a  headquarter  ?b,0.010628019,0.349206349,0.431372549,22,63,51,?a,0.5405405405405406,0.0,1.0,0.0,20,0,37,0
?e  honours  ?b  ?e  sire  ?a   ,?a  honours  ?b,0.049773756,0.224489796,0.431372549,22,98,51,?a,0.8260869565217391,0.0,1.0,0.0,19,0,23,0
?e  presenter  ?b  ?e  previousWork  ?a   ,?a  presenter  ?b,0.088050314,0.430769231,0.430769231,28,65,65,?b,0.46153846153846156,0.0,1.0,0.0,6,0,13,0
?e  recordedIn  ?b  ?e  subsequentWork  ?a   ,?a  recordedIn  ?b,0.051574012,0.242902208,0.430167598,77,317,179,?a,0.6301369863013698,0.0,1.0,0.0,46,0,73,0
?f  president  ?b  ?a  successor  ?f   ,?a  president  ?b,0.351763169,0.318863457,0.429102496,808,2534,1883,?a,0.7349397590361446,0.773469387755102,0.391653290529695,0.608346709470305,244,379,332,490
?e  operatingSystem  ?a  ?e  programmingLanguage  ?b   ,?a  programmingLanguage  ?b,0.020547945,0.02027027,0.428571429,3,148,7,?a,0.6666666666666666,0.0,1.0,0.0,2,0,3,0
?a  governmentType  ?f  ?f  language  ?b   ,?a  officialLanguage  ?b,0.010676157,0.428571429,0.428571429,3,7,7,?a,0.5,1.0,0.5,0.5,1,1,2,1
?e  birthPlace  ?a  ?e  language  ?b   ,?a  officialLanguage  ?b,0.021352313,0.051724138,0.428571429,6,116,14,?a,0.3333333333333333,0.8,0.2,0.8,1,4,3,5
?f  isPartOf  ?b  ?a  principalArea  ?f   ,?a  ceremonialCounty  ?b,0.052941176,0.428571429,0.428571429,9,21,21,?a,1.0,0.0,1.0,0.0,9,0,9,0
?f  developer  ?b  ?a  previousWork  ?f   ,?a  developer  ?b,0.013824885,0.166666667,0.428571429,6,36,14,?a,0.5454545454545454,0.0,1.0,0.0,6,0,11,0
?e  producer  ?b  ?e  subsequentWork  ?a   ,?a  developer  ?b,0.013824885,0.003344482,0.428571429,6,1794,14,?a,0.25,0.0,1.0,0.0,2,0,8,0
?a  child  ?b  ?b  parent  ?a   ,?a  relation  ?b,0.011857708,0.008797654,0.428571429,3,341,7,?b,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.3333333333333333,2,1,3,9
?b  deputy  ?a  ?a  successor  ?b   ,?a  deputy  ?b,0.021028037,0.18,0.428571429,9,50,21,?b,0.3333333333333333,0.4666666666666667,0.2222222222222222,0.7777777777777778,2,7,6,15
?a  predecessor  ?f  ?f  residence  ?b   ,?a  residence  ?b,0.024266936,0.130909091,0.428571429,72,550,168,?a,0.8679245283018868,0.41379310344827586,0.7931034482758621,0.20689655172413793,46,12,53,29
?a  garrison  ?f  ?f  owner  ?b   ,?a  commandStructure  ?b,0.018867925,0.272727273,0.428571429,3,11,7,?a,0.42857142857142855,0.0,1.0,0.0,3,0,7,0
?a  commandStructure  ?f  ?f  parentOrganisation  ?b   ,?a  commandStructure  ?b,0.018867925,0.428571429,0.428571429,3,7,7,?a,0.42857142857142855,0.0,1.0,0.0,3,0,7,0
?e  division  ?a  ?e  division  ?b   ,?a  division  ?b,0.029745042,0.04375,0.428571429,21,480,49,?a,0.6363636363636364,0.0,1.0,0.0,14,0,22,0
?a  child  ?f  ?f  monarch  ?b   ,?a  monarch  ?b,0.011121409,0.4,0.428571429,12,30,28,?a,0.5,0.8571428571428571,0.3333333333333333,0.6666666666666666,3,6,6,7
?a  country  ?b   ,?a  headquarter  ?b,0.155555556,0.011949826,0.428191489,322,26946,752,?a,0.4818897637795276,0.0,1.0,0.0,306,0,635,0
?b  capital  ?f  ?a  city  ?f   ,?a  state  ?b,0.025021085,0.053421369,0.427884615,89,1666,208,?a,0.5972222222222222,1.0,0.9772727272727273,0.022727272727272728,86,2,144,2
?e  order  ?a  ?e  order  ?b   ,?a  order  ?b,0.015163002,0.1062417,0.427807487,80,753,187,?a,0.8552631578947368,0.0,1.0,0.0,65,0,76,0
?a  capital  ?b   ,?a  largestCity  ?b,0.038709677,0.079051383,0.425531915,60,759,141,?a,0.3684210526315789,0.5636363636363636,0.4745762711864407,0.5254237288135594,28,31,76,55
?f  owner  ?b  ?a  subsidiary  ?f   ,?a  owningCompany  ?b,0.014184397,0.133333333,0.425531915,20,150,47,?a,0.59375,0.0,1.0,0.0,19,0,32,0
?a  division  ?f  ?f  owningCompany  ?b   ,?a  owningCompany  ?b,0.014184397,0.217391304,0.425531915,20,92,47,?a,0.7692307692307693,0.0,1.0,0.0,20,0,26,0
?e  parent  ?a  ?e  restingPlace  ?b   ,?a  restingPlace  ?b,0.02853067,0.240963855,0.425531915,40,166,94,?a,0.6875,0.71875,0.3235294117647059,0.6764705882352942,11,23,16,32
?f  owner  ?b  ?a  subsidiary  ?f   ,?a  owner  ?b,0.016722408,0.133333333,0.425531915,20,150,47,?a,0.59375,0.0,1.0,0.0,19,0,32,0
?a  division  ?f  ?f  owningCompany  ?b   ,?a  owner  ?b,0.016722408,0.217391304,0.425531915,20,92,47,?a,0.7692307692307693,0.0,1.0,0.0,20,0,26,0
?a  executiveProducer  ?b   ,?a  starring  ?b,0.010909091,0.054487179,0.425,102,1872,240,?b,0.13025210084033614,0.0,1.0,0.0,93,0,714,0
?e  president  ?b  ?e  successor  ?a   ,?a  president  ?b,0.343491511,0.320341048,0.424878837,789,2463,1857,?a,0.7383177570093458,0.7692307692307693,0.3904448105436573,0.6095551894563427,237,370,321,481
?e  predecessor  ?a  ?e  president  ?b   ,?a  president  ?b,0.30518067,0.310176991,0.42433414,701,2260,1652,?a,0.71875,0.7747747747747747,0.37568058076225047,0.6243194192377496,207,344,288,444
?e  isPartOf  ?a  ?e  isPartOf  ?b   ,?a  canton  ?b,0.07106599,0.00063962,0.424242424,14,21888,33,?a,0.875,0.0,1.0,0.0,14,0,16,0
?a  predecessor  ?b  ?b  primeMinister  ?a   ,?a  deputy  ?b,0.03271028,0.057613169,0.424242424,14,243,33,?b,0.19230769230769232,0.25,0.38461538461538464,0.6153846153846154,5,8,26,32
?b  division  ?f  ?a  owningCompany  ?f   ,?a  owner  ?b,0.011705686,0.086956522,0.424242424,14,161,33,?a,0.4666666666666667,0.0,1.0,0.0,14,0,30,0
?a  predecessor  ?f  ?f  president  ?b   ,?a  president  ?b,0.303874619,0.324048282,0.424058323,698,2154,1646,?a,0.7592592592592593,0.7695852534562212,0.3803339517625232,0.6196660482374768,205,334,270,434
?e  presenter  ?b  ?e  subsequentWork  ?a   ,?a  presenter  ?b,0.078616352,0.423728814,0.423728814,25,59,59,?b,0.5,0.0,1.0,0.0,5,0,10,0
?e  distributor  ?b  ?e  subsequentWork  ?a   ,?a  company  ?b,0.048272992,0.333333333,0.423357664,116,348,274,?a,0.5829145728643216,0.0,1.0,0.0,116,0,199,0
?a  executiveProducer  ?f  ?b  foundedBy  ?f   ,?a  company  ?b,0.032043279,0.299610895,0.423076923,77,257,182,?a,0.5067567567567568,0.0,1.0,0.0,75,0,148,0
?f  relative  ?b  ?a  spouse  ?f   ,?a  parent  ?b,0.016819572,0.050228311,0.423076923,11,219,26,?a,0.16666666666666666,0.7,0.125,0.875,1,7,6,10
?a  director  ?b   ,?a  author  ?b,0.102898551,0.033906399,0.422619048,71,2094,168,?b,0.2833333333333333,0.0,1.0,0.0,68,0,240,0
?a  birthPlace  ?b  ?a  residence  ?b   ,?a  nationality  ?b,0.038728898,0.156208278,0.422382671,117,749,277,?a,0.6946107784431138,0.02127659574468085,0.9914529914529915,0.008547008547008548,116,1,167,47
?f  child  ?b  ?a  parent  ?f   ,?a  relative  ?b,0.08734053,0.199105145,0.421800948,89,447,211,?b,0.6666666666666666,0.6363636363636364,0.36363636363636365,0.6363636363636364,24,42,36,66
?e  subsequentWork  ?a  ?e  writer  ?b   ,?a  writer  ?b,0.088766873,0.421281216,0.421281216,388,921,921,?b,0.5562310030395137,0.0,1.0,0.0,183,0,329,0
?e  director  ?b  ?e  subsequentWork  ?a   ,?a  author  ?b,0.011594203,0.031128405,0.421052632,8,257,19,?b,0.2222222222222222,0.0,1.0,0.0,8,0,36,0
?a  child  ?f  ?b  child  ?f   ,?a  spouse  ?b,0.060130011,0.171296296,0.420454545,111,648,264,?b,0.7794117647058824,0.6588235294117647,0.48623853211009177,0.5137614678899083,53,56,68,85
?e  formerBandMember  ?a  ?e  genre  ?b   ,?a  genre  ?b,0.069144981,0.367960266,0.420450173,4371,11879,10396,?a,0.6823529411764706,0.8323721645520954,0.026090868196131354,0.9739091318038686,58,2165,85,2601
?f  honours  ?b  ?a  sire  ?f   ,?a  honours  ?b,0.06561086,0.194630872,0.420289855,29,149,69,?a,0.7027027027027027,0.0,1.0,0.0,26,0,37,0
?f  relation  ?a  ?b  relation  ?f   ,?a  relation  ?b,0.312252964,0.407216495,0.420212766,79,194,188,?b,0.4,0.4146341463414634,0.37037037037037035,0.6296296296296297,10,17,25,41
?a  owner  ?b  ?a  owningCompany  ?b   ,?a  foundedBy  ?b,0.040247678,0.047531993,0.419354839,26,547,62,?b,0.359375,0.0,1.0,0.0,23,0,64,0
?a  birthPlace  ?b  ?a  residence  ?b   ,?a  region  ?b,0.011489174,0.034712951,0.419354839,26,749,62,?a,0.5333333333333333,0.5806451612903226,0.3076923076923077,0.6923076923076923,8,18,15,31
?a  birthPlace  ?b  ?a  deathPlace  ?b   ,?a  nationality  ?b,0.090367428,0.081687612,0.419354839,273,3342,651,?a,0.6718346253229974,0.09848484848484848,0.9523809523809523,0.047619047619047616,260,13,387,132
?e  broadcastArea  ?b  ?e  sisterStation  ?a   ,?a  broadcastArea  ?b,0.33161512,0.223293482,0.419261405,579,2593,1381,?a,0.8306709265175719,0.0,1.0,0.0,260,0,313,0
?b  primeMinister  ?a  ?b  successor  ?a   ,?a  primeMinister  ?b,0.038632046,0.325333333,0.419243986,122,375,291,?a,0.475,0.5583333333333333,0.3619047619047619,0.638095238095238,38,67,80,120
?a  garrison  ?f  ?f  isPartOf  ?b   ,?a  garrison  ?b,0.04379562,0.09375,0.418604651,18,192,43,?b,0.1956521739130435,0.0,1.0,0.0,18,0,92,0
?e  isPartOf  ?a  ?e  leaderParty  ?b   ,?a  leaderParty  ?b,0.043803419,0.091928251,0.418367347,41,446,98,?a,0.8260869565217391,0.5945945945945946,0.4634146341463415,0.5365853658536586,19,22,23,37
?e  musicalArtist  ?b  ?e  previousWork  ?a   ,?a  musicalBand  ?b,0.100066269,0.418282548,0.418282548,302,722,722,?b,0.9111842105263158,0.0,1.0,0.0,277,0,304,0
?e  musicalBand  ?b  ?e  previousWork  ?a   ,?a  musicalBand  ?b,0.100066269,0.418282548,0.418282548,302,722,722,?b,0.9111842105263158,0.0,1.0,0.0,277,0,304,0
?e  musicalBand  ?b  ?e  previousWork  ?a   ,?a  musicalArtist  ?b,0.100066269,0.418282548,0.418282548,302,722,722,?b,0.9111842105263158,0.0,1.0,0.0,277,0,304,0
?e  musicalArtist  ?b  ?e  previousWork  ?a   ,?a  musicalArtist  ?b,0.100066269,0.418282548,0.418282548,302,722,722,?b,0.9111842105263158,0.0,1.0,0.0,277,0,304,0
?a  followingEvent  ?f  ?b  previousEvent  ?f   ,?a  previousEvent  ?b,0.27184466,0.417910448,0.417910448,28,67,67,?a,1.0,0.0,1.0,0.0,11,0,11,0
?f  presenter  ?b  ?a  previousWork  ?f   ,?a  presenter  ?b,0.088050314,0.417910448,0.417910448,28,67,67,?b,0.5,0.0,1.0,0.0,6,0,12,0
?a  predecessor  ?f  ?f  restingPlace  ?b   ,?a  restingPlace  ?b,0.043509272,0.15926893,0.417808219,61,383,146,?a,0.4444444444444444,0.5636363636363636,0.43636363636363634,0.5636363636363636,24,31,54,55
?f  country  ?b  ?a  party  ?f   ,?a  birthPlace  ?b,0.014218009,0.373298769,0.417693981,576,1543,1379,?a,0.41870824053452116,0.42036836403033584,0.3263888888888889,0.6736111111111112,188,388,449,923
?a  relation  ?f  ?b  relation  ?f   ,?a  relation  ?b,0.328063241,0.220744681,0.417085427,83,376,199,?b,0.1506849315068493,0.17894736842105263,0.39285714285714285,0.6071428571428571,11,17,73,95
?a  subsequentWork  ?f  ?f  writer  ?b   ,?a  writer  ?b,0.088766873,0.416756176,0.416756176,388,931,931,?b,0.5457227138643068,0.0,1.0,0.0,185,0,339,0
?a  director  ?b  ?a  editing  ?b   ,?a  cinematography  ?b,0.014124294,0.294117647,0.416666667,5,17,12,?a,0.4166666666666667,0.0,1.0,0.0,5,0,12,0
?e  author  ?b  ?e  related  ?a   ,?a  creator  ?b,0.020920502,0.245901639,0.416666667,30,122,72,?a,0.5625,0.0,1.0,0.0,27,0,48,0
?f  author  ?a  ?b  previousWork  ?f   ,?a  notableWork  ?b,0.029761905,0.0390625,0.416666667,5,128,12,?b,0.0,0.6,0.0,1.0,0,3,0,5
?e  author  ?a  ?e  subsequentWork  ?b   ,?a  notableWork  ?b,0.029761905,0.043478261,0.416666667,5,115,12,?b,0.0,0.75,0.0,1.0,0,3,0,4
