Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?e  city  ?b  ?e  riverMouth  ?a   ,?a  nearestCity  ?b,0.017021277,0.010230179,0.4,4,391,10,?b,0.4,0.0,1.0,0.0,4,0,10,0
?b  academicAdvisor  ?f  ?f  doctoralAdvisor  ?a   ,?a  doctoralStudent  ?b,0.012121212,0.125,0.4,2,16,5,?b,0.2,0.2,0.5,0.5,1,1,5,5
?f  academicAdvisor  ?b  ?a  doctoralStudent  ?f   ,?a  doctoralStudent  ?b,0.012121212,0.153846154,0.4,2,13,5,?b,0.3333333333333333,0.25,0.5,0.5,1,1,3,4
?a  city  ?b  ?a  routeJunction  ?b   ,?a  routeStart  ?b,0.03030303,0.052631579,0.4,6,114,15,?b,0.3157894736842105,0.0,1.0,0.0,6,0,19,0
?f  routeEnd  ?b  ?a  routeEnd  ?f   ,?a  routeStart  ?b,0.01010101,0.086956522,0.4,2,23,5,?b,0.0625,0.0,1.0,0.0,1,0,16,0
?f  owningCompany  ?b  ?a  subsidiary  ?f   ,?a  owner  ?b,0.016722408,0.124223602,0.4,20,161,50,?a,0.5428571428571428,0.0,1.0,0.0,19,0,35,0
?e  division  ?a  ?e  parentCompany  ?b   ,?a  owner  ?b,0.011705686,0.197183099,0.4,14,71,35,?a,0.45161290322580644,0.0,1.0,0.0,14,0,31,0
?e  owningCompany  ?b  ?e  parentCompany  ?a   ,?a  owner  ?b,0.02006689,0.143712575,0.4,24,167,60,?a,0.7666666666666667,0.0,1.0,0.0,23,0,30,0
?e  owner  ?b  ?e  parentCompany  ?a   ,?a  owner  ?b,0.02006689,0.143712575,0.4,24,167,60,?a,0.7666666666666667,0.0,1.0,0.0,23,0,30,0
?e  creator  ?b  ?a  related  ?e   ,?a  presenter  ?b,0.018867925,0.015544041,0.4,6,386,15,?b,0.3157894736842105,0.0,1.0,0.0,6,0,19,0
?e  country  ?b  ?e  distributor  ?a   ,?a  locationCountry  ?b,0.021765417,0.110769231,0.4,36,325,90,?a,0.6792452830188679,0.0,1.0,0.0,36,0,53,0
?e  location  ?b  ?e  outflow  ?a   ,?a  sourceCountry  ?b,0.013245033,0.071428571,0.4,2,28,5,?a,1.0,0.0,1.0,0.0,2,0,2,0
?e  leftTributary  ?a  ?e  sourceCountry  ?b   ,?a  sourceCountry  ?b,0.013245033,0.111111111,0.4,2,18,5,?a,0.4,0.0,1.0,0.0,2,0,5,0
?e  leftTributary  ?a  ?e  mouthRegion  ?b   ,?a  mouthRegion  ?b,0.019607843,0.2,0.4,2,10,5,?a,0.4,0.0,1.0,0.0,2,0,5,0
?a  bandMember  ?f  ?f  hometown  ?b   ,?a  hometown  ?b,0.038365835,0.336548223,0.398916968,663,1970,1662,?a,0.5905511811023622,0.5358255451713395,0.30364372469635625,0.6963562753036437,150,344,254,642
?f  location  ?b  ?a  owningCompany  ?f   ,?a  headquarter  ?b,0.07294686,0.15961945,0.398416887,151,946,379,?a,0.5449438202247191,0.0,1.0,0.0,97,0,178,0
?e  isPartOfWineRegion  ?a  ?e  isPartOfWineRegion  ?b   ,?a  isPartOfWineRegion  ?b,0.28057554,0.270833333,0.397959184,39,144,98,?a,0.95,0.0,1.0,0.0,19,0,20,0
?e  isPartOf  ?a  ?e  isPartOf  ?b   ,?a  state  ?b,0.375316278,0.060992325,0.39755807,1335,21888,3358,?a,0.9985029940119761,0.5,0.9992509363295881,0.000749063670411985,1334,1,1336,2
?e  predecessor  ?a  ?e  sisterStation  ?b   ,?a  sisterStation  ?b,0.021095046,0.397321429,0.397321429,89,224,224,?b,0.9230769230769231,0.0,1.0,0.0,12,0,13,0
?f  producer  ?b  ?a  subsequentWork  ?f   ,?a  producer  ?b,0.084006654,0.382782891,0.397191011,707,1847,1780,?a,0.7685589519650655,0.0,1.0,0.0,352,0,458,0
?a  region  ?b   ,?a  residence  ?b,0.018200202,0.02386213,0.397058824,54,2263,136,?a,0.6052631578947368,0.5344827586206896,0.42592592592592593,0.5740740740740741,23,31,38,58
?e  country  ?b  ?e  starring  ?a   ,?a  nationality  ?b,0.017874876,0.029801325,0.397058824,54,1812,136,?a,0.7681159420289855,0.02702702702702703,0.9814814814814815,0.018518518518518517,53,1,69,37
?a  governorGeneral  ?f  ?f  primeMinister  ?b   ,?a  primeMinister  ?b,0.015832806,0.347222222,0.396825397,50,144,126,?a,0.8,0.9473684210526315,0.3076923076923077,0.6923076923076923,8,18,10,19
?f  colour  ?b  ?a  europeanAffiliation  ?f   ,?a  colour  ?b,0.02811245,0.205882353,0.396226415,21,102,53,?a,0.39622641509433965,0.0,1.0,0.0,21,0,53,0
?e  headquarter  ?b  ?e  sisterStation  ?a   ,?a  headquarter  ?b,0.2,0.2875,0.396172249,414,1440,1045,?a,0.7887323943661971,0.0,1.0,0.0,224,0,284,0
?e  derivative  ?a  ?e  instrument  ?b   ,?a  instrument  ?b,0.040744838,0.312588402,0.396057348,663,2121,1674,?a,0.9375,0.0,1.0,0.0,180,0,192,0
?e  locationCountry  ?b  ?e  sisterStation  ?a   ,?a  broadcastArea  ?b,0.10137457,0.173699706,0.395973154,177,1019,447,?a,0.6411483253588517,0.0,1.0,0.0,134,0,209,0
?e  country  ?b  ?e  sisterStation  ?a   ,?a  broadcastArea  ?b,0.10137457,0.173699706,0.395973154,177,1019,447,?a,0.6411483253588517,0.0,1.0,0.0,134,0,209,0
?f  distributor  ?b  ?a  previousWork  ?f   ,?a  company  ?b,0.047440699,0.332361516,0.395833333,114,343,288,?a,0.5454545454545454,0.0,1.0,0.0,114,0,209,0
?a  child  ?f  ?f  spouse  ?b   ,?a  relative  ?b,0.018645731,0.123376623,0.395833333,19,154,48,?b,0.7368421052631579,0.35714285714285715,0.7368421052631579,0.2631578947368421,14,5,19,14
?a  predecessor  ?f  ?f  profession  ?b   ,?a  profession  ?b,0.091535433,0.117276166,0.395744681,93,793,235,?a,0.47058823529411764,0.5934065934065934,0.3076923076923077,0.6923076923076923,24,54,51,91
?e  residence  ?b  ?e  successor  ?a   ,?a  restingPlace  ?b,0.012125535,0.025147929,0.395348837,17,676,43,?a,0.6,0.8333333333333334,0.23076923076923078,0.7692307692307693,3,10,5,12
?f  industry  ?b  ?a  predecessor  ?f   ,?a  industry  ?b,0.015769944,0.346938776,0.395348837,34,98,86,?a,0.5370370370370371,0.0,1.0,0.0,29,0,54,0
?a  country  ?f  ?f  language  ?b   ,?a  language  ?b,0.160244361,0.013967396,0.395133256,682,48828,1726,?a,0.7991913746630728,1.0,0.9983164983164983,0.0016835016835016834,593,1,742,1
?b  raceHorse  ?a   ,?a  trainer  ?b,0.699604743,0.318345324,0.395089286,177,556,448,?a,0.8804347826086957,0.0,1.0,0.0,162,0,184,0
?f  profession  ?b  ?a  successor  ?f   ,?a  profession  ?b,0.107283465,0.125576037,0.394927536,109,868,276,?a,0.47058823529411764,0.5660377358490566,0.34782608695652173,0.6521739130434783,32,60,68,106
?b  product  ?a   ,?a  manufacturer  ?b,0.046296296,0.006252605,0.394736842,15,2399,38,?a,0.40540540540540543,0.0,1.0,0.0,15,0,37,0
?e  creator  ?b  ?e  related  ?a   ,?a  developer  ?b,0.034562212,0.038265306,0.394736842,15,392,38,?a,0.5416666666666666,0.0,1.0,0.0,13,0,24,0
?e  damsire  ?a  ?e  honours  ?b   ,?a  honours  ?b,0.033936652,0.205479452,0.394736842,15,73,38,?a,0.7777777777777778,0.0,1.0,0.0,14,0,18,0
?e  influenced  ?a  ?e  nationality  ?b   ,?a  nationality  ?b,0.01489573,0.102974828,0.394736842,45,437,114,?a,0.6666666666666666,0.20689655172413793,0.8636363636363636,0.13636363636363635,38,6,57,29
?e  profession  ?b  ?e  successor  ?a   ,?a  profession  ?b,0.112204724,0.117768595,0.394463668,114,968,289,?a,0.4794520547945205,0.5922330097087378,0.3645833333333333,0.6354166666666666,35,61,73,103
?a  party  ?f  ?f  splitFromParty  ?b   ,?a  party  ?b,0.016495338,0.394285714,0.394285714,69,175,175,?a,0.44642857142857145,0.4019607843137255,0.3787878787878788,0.6212121212121212,25,41,56,102
?a  successor  ?b   ,?a  vicePresident  ?b,0.503401361,0.012593601,0.393617021,74,5876,188,?b,0.5942028985507246,0.6444444444444445,0.5857142857142857,0.4142857142857143,41,29,69,45
?b  capital  ?a   ,?a  federalState  ?b,0.084615385,0.014492754,0.392857143,11,759,28,?a,0.5789473684210527,0.0,1.0,0.0,11,0,19,0
?f  network  ?b  ?a  related  ?f   ,?a  channel  ?b,0.04206501,0.086614173,0.392857143,44,508,112,?a,0.5416666666666666,0.0,1.0,0.0,39,0,72,0
?b  managerClub  ?a  ?b  team  ?a   ,?a  manager  ?b,0.575971731,0.138370119,0.392771084,163,1178,415,?a,0.8402061855670103,0.0,1.0,0.0,163,0,194,0
?a  nationality  ?b   ,?a  residence  ?b,0.061004382,0.059913936,0.392624729,181,3021,461,?a,0.5079365079365079,0.14634146341463414,0.898876404494382,0.10112359550561797,160,18,315,123
?e  ethnicGroup  ?a  ?e  language  ?b   ,?a  language  ?b,0.021851504,0.314189189,0.392405063,93,296,237,?a,0.7916666666666666,0.0,1.0,0.0,76,0,96,0
?e  predecessor  ?a  ?e  profession  ?b   ,?a  profession  ?b,0.087598425,0.127507163,0.392070485,89,698,227,?a,0.4528301886792453,0.5795454545454546,0.32,0.68,24,51,53,88
?a  location  ?b   ,?a  locationCity  ?b,0.026370576,0.004188251,0.391752577,38,9073,97,?a,0.6136363636363636,0.0,1.0,0.0,27,0,44,0
?a  artist  ?b   ,?a  producer  ?b,0.031606464,0.366896552,0.391752577,266,725,679,?a,0.40654205607476634,0.0,1.0,0.0,261,0,642,0
?e  developer  ?b  ?e  publisher  ?a   ,?a  subsidiary  ?b,0.020785219,0.048387097,0.391304348,9,186,23,?b,0.4444444444444444,0.0,1.0,0.0,4,0,9,0
?b  location  ?f  ?a  routeStart  ?f   ,?a  routeJunction  ?b,0.011597938,0.004670472,0.391304348,9,1927,23,?b,0.13333333333333333,0.0,1.0,0.0,6,0,45,0
?f  creator  ?a  ?b  previousWork  ?f   ,?a  knownFor  ?b,0.013910355,0.030405405,0.391304348,9,296,23,?b,1.0,0.5,0.5,0.5,3,3,3,6
?a  division  ?f  ?f  parentCompany  ?b   ,?a  parentCompany  ?b,0.013554217,0.211764706,0.391304348,18,85,46,?a,0.5806451612903226,0.0,1.0,0.0,18,0,31,0
?e  division  ?a  ?e  parentCompany  ?b   ,?a  parentCompany  ?b,0.013554217,0.253521127,0.391304348,18,71,46,?a,0.45,0.0,1.0,0.0,18,0,40,0
?b  deputy  ?f  ?f  president  ?a   ,?a  primeMinister  ?b,0.012982901,0.164,0.39047619,41,250,105,?a,0.6428571428571429,0.375,0.6,0.4,18,12,28,32
?a  relative  ?f  ?f  residence  ?b   ,?a  residence  ?b,0.013818672,0.170124481,0.39047619,41,241,105,?a,0.6363636363636364,0.47058823529411764,0.6363636363636364,0.36363636363636365,14,8,22,17
?e  creator  ?b  ?e  previousWork  ?a   ,?a  executiveProducer  ?b,0.033119658,0.237547893,0.389937107,62,261,159,?a,0.46788990825688076,0.0,1.0,0.0,51,0,109,0
?a  network  ?f  ?f  pictureFormat  ?b   ,?a  format  ?b,0.120259019,0.223061084,0.389221557,650,2914,1670,?a,0.6213183730715287,0.0,1.0,0.0,443,0,713,0
?f  relative  ?b  ?a  relative  ?f   ,?a  relative  ?b,0.360157017,0.389183457,0.389183457,367,943,943,?b,0.46987951807228917,0.3869346733668342,0.5032258064516129,0.4967741935483871,78,77,166,199
?a  operator  ?f  ?f  owningCompany  ?b   ,?a  operator  ?b,0.030701754,0.388888889,0.388888889,7,18,18,?a,0.4375,0.0,1.0,0.0,7,0,16,0
?e  mouthCountry  ?b  ?e  riverMouth  ?a   ,?a  sourceCountry  ?b,0.046357616,0.166666667,0.388888889,7,42,18,?a,0.5384615384615384,0.0,1.0,0.0,7,0,13,0
?e  predecessor  ?a  ?e  primeMinister  ?b   ,?a  primeMinister  ?b,0.367954402,0.326587971,0.388368984,1162,3558,2992,?a,0.7474226804123711,0.7853211009174312,0.403899721448468,0.596100278551532,290,428,388,545
?f  followingEvent  ?a  ?b  previousEvent  ?f   ,?a  previousEvent  ?b,0.252427184,0.388059701,0.388059701,26,67,67,?a,0.7692307692307693,0.0,1.0,0.0,10,0,13,0
?a  birthPlace  ?b  ?a  deathPlace  ?b   ,?a  restingPlace  ?b,0.064907275,0.027229204,0.387234043,91,3342,235,?a,0.4393939393939394,0.4628099173553719,0.3411764705882353,0.6588235294117647,29,56,66,121
?f  locationCountry  ?b  ?a  parentCompany  ?f   ,?a  foundationPlace  ?b,0.016172507,0.034383954,0.387096774,12,349,31,?a,0.4,0.0,1.0,0.0,12,0,30,0
?e  channel  ?a  ?e  country  ?b   ,?a  locationCountry  ?b,0.035066505,0.215613383,0.386666667,58,269,150,?a,0.7073170731707317,0.0,1.0,0.0,58,0,82,0
?e  country  ?b  ?e  successor  ?a   ,?a  nationality  ?b,0.016881827,0.066233766,0.386363636,51,770,132,?a,0.6527777777777778,0.0967741935483871,0.94,0.06,47,3,72,31
?e  author  ?b  ?e  previousWork  ?a   ,?a  author  ?b,0.063768116,0.385964912,0.385964912,44,114,114,?b,0.8,0.0,1.0,0.0,28,0,35,0
?f  instrument  ?b  ?a  musicFusionGenre  ?f   ,?a  instrument  ?b,0.021939528,0.316489362,0.385945946,357,1128,925,?a,0.9444444444444444,0.0,1.0,0.0,85,0,90,0
?e  previousWork  ?a  ?e  producer  ?b   ,?a  producer  ?b,0.08365019,0.368779466,0.385542169,704,1909,1826,?a,0.7640692640692641,0.0,1.0,0.0,353,0,462,0
?a  predecessor  ?b  ?b  successor  ?a   ,?a  governor  ?b,0.240687679,0.02046285,0.385321101,84,4105,218,?a,0.4444444444444444,0.5409836065573771,0.1951219512195122,0.8048780487804879,16,66,36,122
?f  battle  ?b  ?a  commandStructure  ?f   ,?a  battle  ?b,0.034926872,0.361581921,0.385078219,320,885,831,?a,0.9041095890410958,0.0,1.0,0.0,66,0,73,0
?a  developer  ?f  ?f  parentCompany  ?b   ,?a  publisher  ?b,0.053763441,0.149253731,0.384615385,10,67,26,?a,0.5,0.0,1.0,0.0,10,0,20,0
?e  city  ?a  ?e  region  ?b   ,?a  ceremonialCounty  ?b,0.029411765,0.013550136,0.384615385,5,369,13,?a,0.625,0.0,1.0,0.0,5,0,8,0
?f  city  ?b  ?a  inflow  ?f   ,?a  nearestCity  ?b,0.021276596,0.041322314,0.384615385,5,121,13,?b,0.36363636363636365,0.0,1.0,0.0,4,0,11,0
?e  creator  ?a  ?e  previousWork  ?b   ,?a  notableWork  ?b,0.05952381,0.038314176,0.384615385,10,261,26,?b,0.875,0.6666666666666666,0.7777777777777778,0.2222222222222222,7,2,8,3
?a  parent  ?f  ?b  parent  ?f   ,?a  relative  ?b,0.083415113,0.106117353,0.384615385,85,801,221,?b,0.6097560975609756,0.4691358024691358,0.3968253968253968,0.6031746031746031,25,38,41,81
?e  predecessor  ?a  ?e  residence  ?b   ,?a  residence  ?b,0.023255814,0.132692308,0.383333333,69,520,180,?a,0.8245614035087719,0.38095238095238093,0.8545454545454545,0.14545454545454545,47,8,57,21
?b  knownFor  ?a   ,?a  creator  ?b,0.036262204,0.080370943,0.382352941,52,647,136,?a,0.45794392523364486,0.0,1.0,0.0,49,0,107,0
?e  isPartOf  ?a  ?e  leaderName  ?b   ,?a  leaderParty  ?b,0.013888889,0.008684035,0.382352941,13,1497,34,?a,0.5555555555555556,0.5714285714285714,0.38461538461538464,0.6153846153846154,5,8,9,14
?a  isPartOfWineRegion  ?f  ?f  varietals  ?b   ,?a  varietals  ?b,0.359447005,0.382352941,0.382352941,78,204,204,?b,1.0,0.0,1.0,0.0,15,0,15,0
?e  district  ?b  ?e  leftTributary  ?a   ,?a  district  ?b,0.030915577,0.351351351,0.382352941,26,74,68,?a,0.9444444444444444,0.0,1.0,0.0,17,0,18,0
?e  operator  ?b  ?e  railwayRollingStock  ?a   ,?a  operator  ?b,0.035087719,0.137931034,0.380952381,8,58,21,?a,0.6666666666666666,0.0,1.0,0.0,2,0,3,0
?e  child  ?a  ?e  president  ?b   ,?a  parent  ?b,0.012232416,0.095238095,0.380952381,8,84,21,?a,0.5,0.6666666666666666,0.25,0.75,2,6,4,9
?e  creator  ?b  ?e  related  ?a   ,?a  presenter  ?b,0.025157233,0.020408163,0.380952381,8,392,21,?b,0.3333333333333333,0.0,1.0,0.0,8,0,24,0
?e  associate  ?a  ?e  party  ?b   ,?a  party  ?b,0.012909395,0.315789474,0.38028169,54,171,142,?a,0.5652173913043478,0.5652173913043478,0.5,0.5,26,26,46,46
?a  associate  ?f  ?f  party  ?b   ,?a  party  ?b,0.012431269,0.315151515,0.379562044,52,165,137,?a,0.5681818181818182,0.5434782608695652,0.5,0.5,25,25,44,46
?f  primeMinister  ?b  ?a  successor  ?f   ,?a  primeMinister  ?b,0.436352122,0.329035339,0.379405286,1378,4188,3632,?a,0.7540229885057471,0.7954545454545454,0.40097799511002447,0.5990220048899756,328,490,435,616
?e  keyPerson  ?b  ?e  parentCompany  ?a   ,?a  keyPerson  ?b,0.03038674,0.142857143,0.379310345,33,231,87,?a,0.5434782608695652,0.0,1.0,0.0,25,0,46,0
?a  child  ?f  ?b  relation  ?f   ,?a  child  ?b,0.017405063,0.192982456,0.379310345,11,57,29,?b,0.4,0.38461538461538464,0.4444444444444444,0.5555555555555556,4,5,10,13
?f  capital  ?b  ?a  garrison  ?f   ,?a  garrison  ?b,0.02676399,0.141025641,0.379310345,11,78,29,?b,0.15714285714285714,0.0,1.0,0.0,11,0,70,0
?b  deputy  ?f  ?a  primeMinister  ?f   ,?a  primeMinister  ?b,0.058898037,0.378818737,0.378818737,186,491,491,?a,0.4492753623188406,0.4827586206896552,0.4246575342465753,0.5753424657534246,62,84,138,174
?f  isPartOf  ?b  ?a  restingPlace  ?f   ,?a  region  ?b,0.011047282,0.029446408,0.378787879,25,849,66,?a,0.8,0.8,0.5,0.5,12,12,15,15
?a  distributingLabel  ?f  ?f  parentCompany  ?b   ,?a  parentCompany  ?b,0.09939759,0.203703704,0.378223496,132,648,349,?a,0.6113744075829384,0.0,1.0,0.0,129,0,211,0
?a  distributingCompany  ?f  ?f  parentCompany  ?b   ,?a  parentCompany  ?b,0.09939759,0.203703704,0.378223496,132,648,349,?a,0.6113744075829384,0.0,1.0,0.0,129,0,211,0
?a  headquarter  ?f  ?f  officialLanguage  ?b   ,?a  language  ?b,0.013862782,0.110486891,0.378205128,59,534,156,?a,0.5148514851485149,0.0,1.0,0.0,52,0,101,0
?e  country  ?b  ?e  starring  ?a   ,?a  stateOfOrigin  ?b,0.043562439,0.024834437,0.378151261,45,1812,119,?a,0.7894736842105263,0.0,1.0,0.0,45,0,57,35
?a  maintainedBy  ?f  ?b  maintainedBy  ?f   ,?a  routeJunction  ?b,0.039948454,0.373493976,0.37804878,31,83,82,?b,0.9,0.0,1.0,0.0,9,0,10,0
?a  primeMinister  ?f  ?f  residence  ?b   ,?a  residence  ?b,0.010448264,0.112318841,0.37804878,31,276,82,?a,0.7,0.38461538461538464,0.8076923076923077,0.19230769230769232,21,5,30,13
?a  promotion  ?f  ?b  promotion  ?f   ,?a  previousEvent  ?b,0.330097087,0.34,0.377777778,34,100,90,?a,1.0,0.0,1.0,0.0,12,0,12,0
?f  president  ?b  ?a  primeMinister  ?f   ,?a  president  ?b,0.148889856,0.194097616,0.377483444,342,1762,906,?a,0.7196969696969697,0.78125,0.3877551020408163,0.6122448979591837,95,150,132,192
?e  location  ?b  ?e  related  ?a   ,?a  location  ?b,0.016422352,0.246280992,0.37721519,149,605,395,?a,0.7611940298507462,0.0,1.0,0.0,102,0,134,0
?b  owner  ?a   ,?a  subsidiary  ?b,0.154734411,0.056020067,0.376404494,67,1196,178,?b,0.5783132530120482,0.0,1.0,0.0,48,0,83,0
?a  predecessor  ?f  ?f  primeMinister  ?b   ,?a  primeMinister  ?b,0.352438252,0.330365093,0.376394995,1113,3369,2957,?a,0.7679558011049724,0.7952755905511811,0.40762463343108507,0.592375366568915,278,404,362,508
?e  child  ?a  ?e  child  ?b   ,?a  relative  ?b,0.114818449,0.144266338,0.376205788,117,811,311,?b,0.6885245901639344,0.5679012345679012,0.4772727272727273,0.5227272727272727,42,46,61,81
?a  locationCountry  ?b   ,?a  headquarter  ?b,0.082125604,0.102781137,0.376106195,170,1654,452,?a,0.4597014925373134,0.0,1.0,0.0,154,0,335,0
?e  almaMater  ?a  ?e  region  ?b   ,?a  state  ?b,0.045543998,0.218623482,0.37587007,162,741,431,?a,0.6778242677824268,0.0,1.0,0.0,162,0,239,0
?a  composer  ?b   ,?a  author  ?b,0.02173913,0.00984252,0.375,15,1524,40,?b,0.06698564593301436,0.0,1.0,0.0,14,0,209,0
?e  foundationPlace  ?b  ?e  parentCompany  ?a   ,?a  foundationPlace  ?b,0.02425876,0.103448276,0.375,18,174,48,?a,0.5714285714285714,0.0,1.0,0.0,12,0,21,0
?a  author  ?b  ?a  starring  ?b   ,?a  narrator  ?b,0.016042781,0.040540541,0.375,3,74,8,?a,0.75,0.0,1.0,0.0,3,0,4,0
?a  riverMouth  ?f  ?f  sourceConfluencePlace  ?b   ,?a  mouthMountain  ?b,0.011494253,0.1875,0.375,3,16,8,?a,0.375,0.0,1.0,0.0,3,0,8,0
?a  riverMouth  ?f  ?f  sourceConfluenceMountain  ?b   ,?a  mouthMountain  ?b,0.011494253,0.1875,0.375,3,16,8,?a,0.375,0.0,1.0,0.0,3,0,8,0
?e  leftTributary  ?a  ?e  region  ?b   ,?a  sourceRegion  ?b,0.021276596,0.083333333,0.375,3,36,8,?a,0.5,0.0,1.0,0.0,3,0,6,0
?a  riverMouth  ?f  ?f  sourceConfluencePlace  ?b   ,?a  mouthPlace  ?b,0.011494253,0.1875,0.375,3,16,8,?a,0.375,0.0,1.0,0.0,3,0,8,0
?a  riverMouth  ?f  ?f  sourceConfluenceMountain  ?b   ,?a  mouthPlace  ?b,0.011494253,0.1875,0.375,3,16,8,?a,0.375,0.0,1.0,0.0,3,0,8,0
?e  commandStructure  ?b  ?e  notableCommander  ?a   ,?a  militaryUnit  ?b,0.013043478,0.085714286,0.375,3,35,8,?a,0.75,0.0,1.0,0.0,3,0,4,0
?a  militaryBranch  ?f  ?b  owner  ?f   ,?a  garrison  ?b,0.01459854,0.375,0.375,6,16,16,?b,0.75,0.0,1.0,0.0,6,0,8,0
?f  author  ?b  ?a  related  ?f   ,?a  creator  ?b,0.012552301,0.193548387,0.375,18,93,48,?a,0.45714285714285713,0.0,1.0,0.0,16,0,35,0
?a  child  ?f  ?b  spouse  ?f   ,?a  relative  ?b,0.014720314,0.114503817,0.375,15,131,40,?b,0.6470588235294118,0.2857142857142857,0.7333333333333333,0.26666666666666666,11,4,17,14
?e  beltwayCity  ?b  ?e  routeJunction  ?a   ,?a  routeStart  ?b,0.015151515,0.125,0.375,3,24,8,?b,0.2,0.0,1.0,0.0,3,0,15,0
?e  riverMouth  ?a  ?e  sourceCountry  ?b   ,?a  sourceCountry  ?b,0.039735099,0.133333333,0.375,6,45,16,?a,0.42857142857142855,0.0,1.0,0.0,6,0,14,0
?a  artist  ?f  ?f  recordLabel  ?b   ,?a  recordLabel  ?b,0.017732646,0.363579863,0.374519846,585,1609,1562,?a,0.9564102564102565,0.0,1.0,0.0,373,0,390,0
?f  creator  ?b  ?a  previousWork  ?f   ,?a  executiveProducer  ?b,0.037393162,0.236486486,0.374331551,70,296,187,?a,0.47580645161290325,0.0,1.0,0.0,59,0,124,0
?b  predecessor  ?a   ,?a  lieutenant  ?b,0.384615385,0.008071025,0.373831776,40,4956,107,?a,0.5789473684210527,0.5384615384615384,0.28205128205128205,0.717948717948718,11,28,19,52
?b  predecessor  ?a  ?a  primeMinister  ?b   ,?a  predecessor  ?b,0.015536723,0.316872428,0.373786408,77,243,206,?b,0.4696969696969697,0.5180722891566265,0.4189189189189189,0.581081081081081,31,43,66,83
?a  doctoralAdvisor  ?f  ?f  field  ?b   ,?a  field  ?b,0.03930131,0.323353293,0.372413793,54,167,145,?a,0.41818181818181815,0.5,0.4423076923076923,0.5576923076923077,23,29,55,58
?f  battle  ?b  ?a  president  ?f   ,?a  battle  ?b,0.014953067,0.122649955,0.372282609,137,1117,368,?a,0.8103448275862069,0.8780487804878049,0.3949579831932773,0.6050420168067226,47,72,58,82
?e  president  ?a  ?e  religion  ?b   ,?a  religion  ?b,0.043355325,0.250453721,0.371967655,138,551,371,?a,0.6483516483516484,0.7452830188679245,0.427536231884058,0.572463768115942,59,79,91,106
?e  parentCompany  ?b  ?e  successor  ?a   ,?a  parentCompany  ?b,0.021837349,0.223076923,0.371794872,29,130,78,?a,0.6363636363636364,0.0,1.0,0.0,28,0,44,0
?e  primeMinister  ?b  ?e  successor  ?a   ,?a  primeMinister  ?b,0.43160228,0.317050477,0.371592148,1363,4299,3668,?a,0.7602905569007264,0.8106796116504854,0.3852760736196319,0.6147239263803681,314,501,413,618
?a  derivative  ?f  ?f  instrument  ?b   ,?a  instrument  ?b,0.03539823,0.315270936,0.371373308,576,1827,1551,?a,0.9559748427672956,0.0,1.0,0.0,152,0,159,0
?f  musicComposer  ?b  ?a  subsequentWork  ?f   ,?a  musicComposer  ?b,0.051396648,0.323943662,0.370967742,46,142,124,?a,0.5542168674698795,0.0,1.0,0.0,46,0,83,0
?e  musicComposer  ?b  ?e  previousWork  ?a   ,?a  musicComposer  ?b,0.051396648,0.338235294,0.370967742,46,136,124,?a,0.5542168674698795,0.0,1.0,0.0,46,0,83,0
?f  country  ?b  ?a  hometown  ?f   ,?a  hometown  ?b,0.168566634,0.370705014,0.370705014,2913,7858,7858,?a,0.40874267688147814,0.38096153846153846,0.3140581717451524,0.6859418282548476,907,1981,2219,5200
?a  sourceRegion  ?b   ,?a  district  ?b,0.011890606,0.070921986,0.37037037,10,141,27,?a,0.43478260869565216,0.0,1.0,0.0,10,0,23,0
?a  birthPlace  ?f  ?f  ethnicGroup  ?b   ,?a  ethnicity  ?b,0.0456621,0.002375297,0.37037037,10,4210,27,?a,0.42857142857142855,0.875,0.3,0.7,3,7,7,8
?f  headquarter  ?b  ?a  sisterStation  ?f   ,?a  headquarter  ?b,0.199033816,0.279322034,0.37017071,412,1475,1113,?a,0.8072727272727273,0.0,1.0,0.0,222,0,275,0
?a  author  ?b   ,?a  producer  ?b,0.010456274,0.127536232,0.369747899,88,690,238,?a,0.5934959349593496,0.0,1.0,0.0,73,0,123,0
?f  militaryBranch  ?b  ?a  president  ?f   ,?a  militaryBranch  ?b,0.053941909,0.110169492,0.369668246,78,708,211,?a,0.5535714285714286,0.5357142857142857,0.40789473684210525,0.5921052631578947,31,45,56,84
?b  deputy  ?a   ,?a  predecessor  ?b,0.028853914,0.33411215,0.369509044,143,428,387,?b,0.6170212765957447,0.5436241610738255,0.4172661870503597,0.5827338129496403,58,81,94,149
?e  bandMember  ?a  ?e  hometown  ?b   ,?a  hometown  ?b,0.038134367,0.127293799,0.369394619,659,5177,1784,?a,0.7352941176470589,0.5434530706836617,0.05060728744939271,0.9493927125506073,25,469,34,863
?f  locationCity  ?b  ?a  subsidiary  ?f   ,?a  locationCity  ?b,0.026370576,0.197916667,0.368932039,38,192,103,?a,0.5686274509803921,0.0,1.0,0.0,29,0,51,0
?b  previousWork  ?a   ,?a  related  ?b,0.024665257,0.034280118,0.368421053,35,1021,95,?b,0.23863636363636365,0.0,1.0,0.0,21,0,88,0
